Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
case,10,10,0,1,2.0909240830224007,,,,,,,,,,,,0,10,10,10,,,,,17.927595750021283,,17.92027404200053,17.927595750021283,17.927595750021283,20.018544416991062,1,2.0909240830224007,,,,,,,,,,,,,,,,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
chart,11,11,0,3.0,2.306806999957189,,,,,,,,,,,,0,11,11,6,,,,,20.0276090829866,,20.02037320798263,20.0276090829866,20.0276090829866,22.336168457986787,3.0,2.306806999957189,,,,,,,,,,,,,,,,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
cushion,12,12,0,4.977777777777778,1.7735151670058258,,,,,,,,,,,,0,12,12,1,,,,,22.344882917008363,,22.3379818329704,22.344882917008363,22.344882917008363,24.118873542000074,4.977777777777778,1.7735151670058258,,,,,,,,,,,,,,,,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
laptop,13,13,0,4.0,1.190864000003785,,,,,,,,,,,,0,13,13,5,,,,,24.128201166982763,,24.120742250001058,24.128201166982763,24.128201166982763,25.3189228749834,4.0,1.190864000003785,,,,,,,,,,,,,,,,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
marble,14,14,0,2.968888888888889,1.5910317500238307,,,,,,,,,,,,0,14,14,3,,,,,25.327702625014354,,25.320780624984764,25.327702625014354,25.327702625014354,26.91912920802133,2.968888888888889,1.5910317500238307,,,,,,,,,,,,,,,,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,0,0,0,,,c_m_ra,camera,new,camera,[np.float64(0.012222222222222223)],[np.float64(-0.29)],[1],[0],[0],[4.554371250036638],['submit_text'],,,,,0,0,0,18,26.93315195798641,,,,,,,,26.924542791966815,26.93315195798641,26.93315195798641,26.93315195798641,0.0053985839476808906,31.47908129199641,camera,[np.float64(0.012222222222222223)],[np.float64(-0.29)],[1],[0],[0],[4.554371250036638],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,1,1,0,,,k_y_,keys,old,keys,[np.float64(0.052222222222222225)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.76440750004258],['submit_text'],,,,,0,1,1,8,31.489544291980565,,,,,,,,31.48091379198013,31.489544291980565,31.489544291980565,31.489544291980565,0.0017122080316767097,34.245501832978334,keys,[np.float64(0.052222222222222225)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.76440750004258],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,2,2,0,,,_ou_e,mouse,old,mouse,[np.float64(0.024444444444444446)],[np.float64(-0.3055555555555556)],[1],[0],[0],[2.630828667024616],['submit_text'],,,,,0,2,2,3,34.25677454198012,,,,,,,,34.247693500015885,34.25677454198012,34.25677454198012,34.25677454198012,0.00207762501668185,36.87871029198868,mouse,[np.float64(0.024444444444444446)],[np.float64(-0.3055555555555556)],[1],[0],[0],[2.630828667024616],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,3,3,0,,,l_pt_p,laptop,old,laptop,[np.float64(0.03222222222222222)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.49763570795767],['submit_text'],,,,,0,3,3,0,36.888919957971666,,,,,,,,36.880668916972354,36.888919957971666,36.888919957971666,36.888919957971666,0.0018599160248413682,40.37850783299655,laptop,[np.float64(0.03222222222222222)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.49763570795767],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,4,4,0,,,_ho_e,phone,old,phone,[np.float64(0.027777777777777776)],[np.float64(-0.30333333333333334)],[1],[0],[0],[4.797762166010216],['submit_text'],,,,,0,4,4,11,40.389946041977964,,,,,,,,40.38067420799052,40.389946041977964,40.389946041977964,40.389946041977964,0.0020639579743146896,45.17863016697811,phone,[np.float64(0.027777777777777776)],[np.float64(-0.30333333333333334)],[1],[0],[0],[4.797762166010216],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,5,5,0,,,ta_l_,table,new,,[np.float64(0.015555555555555555)],[np.float64(-0.3022222222222222)],[1],[0],[0],[12.513957333983853],['submit_text'],,,,,0,5,5,14,45.189673957997,,,,,,,,45.18103679199703,45.189673957997,45.189673957997,45.189673957997,0.0023072080221027136,57.6951756249764,,[np.float64(0.015555555555555555)],[np.float64(-0.3022222222222222)],[1],[0],[0],[12.513957333983853],['submit_text'],55.18660750001436,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,6,6,0,,,_ha_t,chart,old,chart,[np.float64(-0.011111111111111112)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.115118374989834],['submit_text'],,,,,0,6,6,1,57.70509254198987,,,,,,,,57.69701966701541,57.70509254198987,57.70509254198987,57.70509254198987,0.0016820000018924475,61.812307375017554,chart,[np.float64(-0.011111111111111112)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.115118374989834],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,7,7,0,,,p_li_e,police,old,police,[np.float64(0.0077777777777777776)],[np.float64(-0.2911111111111111)],[1],[0],[0],[4.5809791249921545],['submit_text'],,,,,0,7,7,7,61.823192375013605,,,,,,,,61.81431425001938,61.823192375013605,61.823192375013605,61.823192375013605,0.0019110830035060644,66.39551437500631,police,[np.float64(0.0077777777777777776)],[np.float64(-0.2911111111111111)],[1],[0],[0],[4.5809791249921545],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,8,8,0,,,v_s_,vase,new,vuse,[np.float64(0.044444444444444446)],[np.float64(-0.3111111111111111)],[1],[0],[0],[7.680366459011566],['submit_text'],,,,,0,8,8,16,66.40809450001689,,,,,,,,66.39881570800208,66.40809450001689,66.40809450001689,66.40809450001689,0.0031527079991064966,74.07941312500043,vuse,[np.float64(0.044444444444444446)],[np.float64(-0.3111111111111111)],[1],[0],[0],[7.680366459011566],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,9,9,0,,,_oo_,book,old,book,[np.float64(0.057777777777777775)],[np.float64(-0.3)],[1],[0],[0],[2.864441292011179],['submit_text'],,,,,0,9,9,12,74.09036266698968,,,,,,,,74.081427624973,74.09036266698968,74.09036266698968,74.09036266698968,0.0019034590222872794,76.94606966699939,book,[np.float64(0.057777777777777775)],[np.float64(-0.3)],[1],[0],[0],[2.864441292011179],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,10,10,0,,,_ru_s_,cruise,old,cruise,[np.float64(0.015555555555555555)],[np.float64(-0.30777777777777776)],[1],[0],[0],[3.614574500010349],['submit_text'],,,,,0,10,10,6,76.9569480419741,,,,,,,,76.94803137501003,76.9569480419741,76.9569480419741,76.9569480419741,0.0018710409640334547,80.56280083302408,cruise,[np.float64(0.015555555555555555)],[np.float64(-0.30777777777777776)],[1],[0],[0],[3.614574500010349],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,11,11,0,,,bo_t_e,bottle,new,bolte,[np.float64(0.011111111111111112)],[np.float64(-0.32222222222222224)],[1],[0],[0],[4.664710667042527],['submit_text'],,,,,0,11,11,17,80.57388437498594,,,,,,,,80.56478308298392,80.57388437498594,80.57388437498594,80.57388437498594,0.001875000016298145,85.22971270798007,bolte,[np.float64(0.011111111111111112)],[np.float64(-0.32222222222222224)],[1],[0],[0],[4.664710667042527],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,12,12,0,,,_o_rd,board,old,chord,[np.float64(0.0044444444444444444)],[np.float64(-0.3055555555555556)],[1],[0],[0],[4.897632582986262],['submit_text'],,,,,0,12,12,9,85.24074187502265,,,,,,,,85.23189337499207,85.24074187502265,85.24074187502265,85.24074187502265,0.0020783329964615405,90.12975154200103,chord,[np.float64(0.0044444444444444444)],[np.float64(-0.3055555555555556)],[1],[0],[0],[4.897632582986262],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,13,13,0,,,p_st_r,poster,new,pastry,[np.float64(0.021111111111111112)],[np.float64(-0.29555555555555557)],[1],[0],[0],[6.4143754170509055],['submit_text'],,,,,0,13,13,19,90.1413167080027,,,,,,,,90.13202766701579,90.1413167080027,90.1413167080027,90.1413167080027,0.002173125045374036,96.54663275001803,pastry,[np.float64(0.021111111111111112)],[np.float64(-0.29555555555555557)],[1],[0],[0],[6.4143754170509055],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,14,14,0,,,c_s_,case,old,case,[np.float64(0.04)],[np.float64(-0.3055555555555556)],[1],[0],[0],[3.4313593339757062],['submit_text'],,,,,0,14,14,5,96.5576894999831,,,,,,,,96.54857479198836,96.5576894999831,96.5576894999831,96.5576894999831,0.0018338329973630607,99.98015258298256,case,[np.float64(0.04)],[np.float64(-0.3055555555555556)],[1],[0],[0],[3.4313593339757062],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,15,15,0,,,_a_bl_,marble,old,marble,[np.float64(0.0011111111111111111)],[np.float64(-0.3088888888888889)],[1],[0],[0],[3.663419583986979],['submit_text'],,,,,0,15,15,10,99.99090729199816,,,,,,,,99.9822789580212,99.99090729199816,99.99090729199816,99.99090729199816,0.002028540999162942,103.64592516701669,marble,[np.float64(0.0011111111111111111)],[np.float64(-0.3088888888888889)],[1],[0],[0],[3.663419583986979],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,16,16,0,,,t_hi_t,tshirt,old,tshirt,[np.float64(-0.005555555555555556)],[np.float64(-0.2811111111111111)],[1],[0],[0],[3.2818989169900306],['submit_text'],,,,,0,16,16,2,103.65727383299964,,,,,,,,103.64806629199302,103.65727383299964,103.65727383299964,103.65727383299964,0.0020509999594651163,106.93018841696903,tshirt,[np.float64(-0.005555555555555556)],[np.float64(-0.2811111111111111)],[1],[0],[0],[3.2818989169900306],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,17,17,0,,,p_st_y,pastry,old,,"[np.float64(-0.014444444444444444), np.float64(0.02)]","[np.float64(-0.0044444444444444444), np.float64(-0.2877777777777778)]","[1, 1]","[0, 0]","[0, 0]","[9.547841417021118, 11.996470084006432]","[None, 'submit_text']",,,,,0,17,17,4,106.94114412501222,,,,,,,,106.93253574997652,106.94114412501222,106.94114412501222,106.94114412501222,0.0022442080080509186,118.92922350001754,,"[np.float64(-0.014444444444444444), np.float64(0.02)]","[np.float64(-0.0044444444444444444), np.float64(-0.2877777777777778)]","[1, 1]","[0, 0]","[0, 0]","[9.547841417021118, 11.996470084006432]","[None, 'submit_text']",116.93832149996888,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,18,18,0,,,p_nc_l,pencil,new,,[np.float64(0.052222222222222225)],[np.float64(-0.30333333333333334)],[1],[0],[0],[10.381838832981884],['submit_text'],,,,,0,18,18,15,118.93823370797327,,,,,,,,118.93086595798377,118.93823370797327,118.93823370797327,118.93823370797327,0.0015387919847853482,129.31291058298666,,[np.float64(0.052222222222222225)],[np.float64(-0.30333333333333334)],[1],[0],[0],[10.381838832981884],['submit_text'],128.9282289170078,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
,19,19,0,,,c_s_io_,cushion,old,cushion,[np.float64(0.04888888888888889)],[np.float64(-0.2966666666666667)],[1],[0],[0],[5.68228441599058],['submit_text'],,,,,0,19,19,13,129.3382149579702,,,,,,,,129.31470479199197,129.3382149579702,129.3382149579702,129.3382149579702,0.0016985419788397849,134.99721658299677,cushion,[np.float64(0.04888888888888889)],[np.float64(-0.2966666666666667)],[1],[0],[0],[5.68228441599058],['submit_text'],,04,001,2025-10-15_01h06.09.964,Word Priming,,2025.1.1,119.3589826355341,2025-10-15 01h06.16.554064 +0530,
